id,gold_id,층,인간L1,조각,전문
P00619,,조각·패널비위임,,사항은 대통령령으로,"① 교육기관, 교육행정기관 및 교육연구기관의 장은 정기적으로 또는 수시로 그 소속 교육공무원의 재교육 및 연수 실적과 근무성적을 평정하여 인사관리에 반영하여야 한다.
② 제1항의 재교육 및 연수 실적과 근무성적 평정에 필요한 사항은 대통령령으로 정한다.
제42조(연수 실적 및 근무성적의 평정)"
P00472,,조각·패널비위임,,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,"① 임용권자는 5급 이하 공무원ㆍ연구사 및 지도사가 다음 각 호의 어느 하나에 해당하는 자격증 또는 검정시험 합격확인서 등(이하 ""자격증등""이라 한다)을 소지한 경우에는 영 제32조제2항 및 연구ㆍ지도직규정 제14조제2항에 따라 가산점을 줄 수 있다. <개정 2022.9.1>
1. 「자격기본법」 제12조에 따른 국가자격증 및 같은 법 제23조에 따른 공인자격증 중 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증
2. 외국에서 취득한 자격증 중 임용권자가 제1호에 따른 자격증과 동일하거나 동등하다고 인정하는 자격증
3. 그 밖에 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증 또는 검증시험 합격확인서 등
② 삭제 <2022.9.1>
③ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 자격증등(제1호, 제2호 및 제5호의 경우에는 해당 자격증 종목의 하위 등급 자격증을 포함한다)을 소지한 경우에는 가산점을 줄 수 없다. <개정 2022.9.1>
1. 「지방공무원법」 제27조제2항제2호에 따른 자격증 소지자로서 영 제55조제1항제1호에 따라 경력경쟁임용시험의 필기시험을 실시하지 아니하고 임용된 사람의 해당 자격증
2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증
3. 공무원으로 재직함으로써 시험과목의 전부를 면제받거나 자동적으로 취득한 자격증
4. 유효기간이 지난 자격증등
5. 승진임용 시 이미 가산점이 반영된 자격증등
④ 가산점을 줄 수 있는 자격증등이 둘 이상인 경우에는 그 중 가산점이 높은 하나에 대해서만 가산점을 줄 수 있다.
⑤ 삭제 <2022.9.1>
⑥ 삭제 <2022.9.1>
제23조(자격증 등의 가산점)"
P07464,,조각·패널비위임,,사항은 대통령령으로,"① 교육정보원은 제6조에 따른 사업을 수행하기 위하여 필요한 곳에 지역교육정보센터를 설치할 수 있다.
② 지역교육정보센터의 설치ㆍ운영에 필요한 사항은 대통령령으로 정한다.
제11조(지역교육정보센터)"
P00469,,조각·패널비위임,,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,"① 임용권자는 5급 이하 공무원ㆍ연구사 및 지도사가 다음 각 호의 어느 하나에 해당하는 자격증 또는 검정시험 합격확인서 등(이하 ""자격증등""이라 한다)을 소지한 경우에는 영 제32조제2항 및 연구ㆍ지도직규정 제14조제2항에 따라 가산점을 줄 수 있다. <개정 2022.9.1>
1. 「자격기본법」 제12조에 따른 국가자격증 및 같은 법 제23조에 따른 공인자격증 중 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증
2. 외국에서 취득한 자격증 중 임용권자가 제1호에 따른 자격증과 동일하거나 동등하다고 인정하는 자격증
3. 그 밖에 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증 또는 검증시험 합격확인서 등
② 삭제 <2022.9.1>
③ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 자격증등(제1호, 제2호 및 제5호의 경우에는 해당 자격증 종목의 하위 등급 자격증을 포함한다)을 소지한 경우에는 가산점을 줄 수 없다. <개정 2022.9.1>
1. 「지방공무원법」 제27조제2항제2호에 따른 자격증 소지자로서 영 제55조제1항제1호에 따라 경력경쟁임용시험의 필기시험을 실시하지 아니하고 임용된 사람의 해당 자격증
2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증
3. 공무원으로 재직함으로써 시험과목의 전부를 면제받거나 자동적으로 취득한 자격증
4. 유효기간이 지난 자격증등
5. 승진임용 시 이미 가산점이 반영된 자격증등
④ 가산점을 줄 수 있는 자격증등이 둘 이상인 경우에는 그 중 가산점이 높은 하나에 대해서만 가산점을 줄 수 있다.
⑤ 삭제 <2022.9.1>
⑥ 삭제 <2022.9.1>
제23조(자격증 등의 가산점)"
P06803,,조각·패널비위임,,권한은 대통령령으로,"제15조(권한의 위임) 이 법에 따른 교육부장관의 권한은 대통령령으로 정하는 바에 따라 그 일부를 교육감에게 위임할 수 있다. <개정 2008.2.29, 2013.3.23>"
P00086,,조각·패널비위임,,사항은 대통령령으로,"① 학교는 학생이 다음 각 호의 어느 하나에 해당하는 경우(해당 학교에 입학하기 전의 경우를 포함한다)에 대통령령으로 정하는 범위에서 학칙으로 정하는 바에 따라 이를 해당 학교에서 학점을 취득한 것으로 인정할 수 있다. <개정 2013.8.13, 2017.11.28>
1. 국내외의 다른 학교에서 학점을 취득한 경우
2. 「평생교육법」 제31조제4항, 제32조 또는 제33조제3항에 따른 전문대학 또는 대학졸업자와 동등한 학력ㆍ학위가 인정되는 평생교육시설에서 학점을 취득한 경우
3. 국내외의 고등학교와 국내의 제2조 각 호의 학교(다른 법률에 따라 설립된 고등교육기관을 포함한다)에서 대학교육과정에 상당하는 교과목을 이수한 경우
4. 「병역법」 제73조제2항에 따라 입영 또는 복무로 인하여 휴학 중인 사람이 원격수업을 수강하여 학점을 취득한 경우
5. 「학점인정 등에 관한 법률」 제7조제1항 또는 제2항에 따라 교육부장관으로부터 학점을 인정받은 경우
6. 국내외의 다른 학교ㆍ연구기관 또는 산업체 등에서 학습ㆍ연구ㆍ실습한 사실이 인정되거나 산업체에서 근무한 사실이 인정되는 경우
② 학점인정의 기준과 절차 등 제1항제6호에 따라 학점을 인정하는 데 필요한 사항은 대통령령으로 정하는 바에 따라 학칙으로 정한다. <개정 2013.8.13>
제23조(학점의 인정 등)"
P06858,,조각·패널비위임,,사항은 대통령령으로,"①유족급여는 피공제자가 학교안전사고로 인하여 사망한 경우에 「국가배상법」 제3조제1항제1호에서 정한 금액 및 같은 법 제3조제5항에서 정한 위자료를 피공제자의 상속인에게 지급하되, 사실상 혼인관계에 있던 사람을 포함하여 지급한다. <개정 2012.1.26, 2021.3.23>
1. 삭제<2012.1.26>
2. 삭제<2012.1.26>
②제1항의 규정에 따른 유족급여의 지급기준 등에 관하여 필요한 사항은 대통령령으로 정한다.
제39조(유족급여)"
P00135,,조각·패널비위임,,사항은 대통령령으로,"① 대학(산업대학, 전문대학 및 원격대학을 포함한다)은 제33조제1항의 입학자격이 있는 사람에게 시간제로 등록하여 그 대학의 수업을 받게 할 수 있다.
② 제1항에 따라 시간제로 등록할 수 있는 사람의 선발방법과 등록인원 등 필요한 사항은 대통령령으로 정한다.
제36조(시간제 등록)"
P06226,,조각·패널비위임,,사항은 교육부령으로,"① 제31조부터 제33조까지, 제35조부터 제38조까지의 규정에 따라 평생교육시설 인가를 받거나 등록ㆍ신고를 한 자가 인가 또는 등록ㆍ신고한 사항을 변경하고자 하는 때에는 대통령령으로 정하는 바에 따라 변경인가를 받거나 변경등록ㆍ변경신고를 하여야 한다. <개정 2023.4.18, 2025.11.11>
② 제1항에 따른 변경인가 및 변경등록ㆍ변경신고의 방법ㆍ절차 등에 필요한 사항은 교육부령으로 정한다.
제38조의2(평생교육시설의 변경인가ㆍ변경등록 등)"
P04136,,조각·패널비위임,,대통령령,"①국가와 지방자치단체는 다음 각 호의 구분에 따른 학생들(이하 ""학업에 어려움을 겪는 학생""이라 한다)을 위하여 대통령령으로 정하는 바에 따라 수업일수와 교육과정을 신축적으로 운영하는 등 교육상 필요한 시책을 마련하여야 한다. <개정 2016.2.3, 2022.12.27, 2025.4.1>
1. 성격장애나 정서ㆍ행동 문제, 지적(知的) 기능의 저하 등으로 인하여 학습에 제약을 받는 학생 중 「장애인 등에 대한 특수교육법」 제15조에 따른 학습장애를 지닌 특수교육대상자로 선정되지 아니한 학생
2. 학업 중단 학생
3. 학업 중단의 징후가 발견되거나 학업 중단의 의사를 밝힌 학생 등 학업 중단 위기에 있는 학생
② 국가 및 지방자치단체는 학업에 어려움을 겪는 학생에 대한 교육의 체계적 실시를 위하여 매년 실태조사를 하여야 한다. <신설 2016.2.3, 2022.12.27>
③ 국가 및 지방자치단체는 제2항에 따른 실태조사를 기초로 학업에 어려움을 겪는 학생의 현황 및 교육 상황에 대한 데이터베이스를 구축ㆍ운용할 수 있다. <신설 2022.12.27>
④ 국가와 지방자치단체는 학업에 어려움을 겪는 학생에게 균등한 교육기회를 보장하기 위하여 필요한 예산을 지원한다. <신설 2016.2.3, 2022.12.27>
⑤ 교육부장관 및 교육감은 학업에 어려움을 겪는 학생을 위하여 필요한 교재와 프로그램을 개발ㆍ보급하여야 한다. <신설 2016.2.3, 2022.12.27>
⑥ 교원은 대통령령으로 정하는 바에 따라 학업에 어려움을 겪는 학생의 학습능력 향상을 위한 관련 연수를 이수하여야 하고, 교육감은 이를 지도ㆍ감독 및 지원하여야 한다. <신설 2016.2.3, 2022.12.27>
⑦ 학교의 장은 제1항제3호에 해당하는 학업에 어려움을 겪는 학생에게 학업 중단에 대하여 충분히 생각할 기회를 주어야 한다. 이 경우 학교의 장은 그 기간을 출석으로 인정할 수 있다. <신설 2016.12.20, 2021.3.23, 2022.12.27>
⑧ 제1항제3호에 해당하는 학업에 어려움을 겪는 학생에 대한 판단기준 및 제7항에 따른 충분히 생각할 기간과 그 기간 동안의 출석일수 인정 범위 등에 필요한 사항은 교육감이 정한다. <신설 2016.12.20, 2021.3.23, 2022.12.27>
⑨ 교육부장관 및 교육감은 제7항 및 제8항에 따른 기간 동안 학생이 교육과 치유를 위한 다양한 활동을 할 수 있도록 지원하여야 한다. <신설 2022.12.27>
⑩ 제3항에 따른 데이터베이스의 구축 및 운용에 필요한 정보 수집 범위, 방법, 절차, 보존기간 등은 대통령령으로 정한다. <신설 2022.12.27>
제28조(학업에 어려움을 겪는 학생에 대한 교육)"
P02043,,조각·패널비위임,,교육부령으로 정하는,"제15조(어린이집 설치기준) 어린이집을 설치ㆍ운영하려는 자는 교육부령으로 정하는 설치기준을 갖추어야 한다. 다만, 놀이터, 비상재해대비시설 및 폐쇄회로 텔레비전의 설치와 관련된 사항은 각각 제15조의2부터 제15조의4까지에 따른다. <개정 2008.2.29, 2010.1.18, 2011.6.7, 2011.12.31, 2015.5.18, 2023.12.26>"
P07134,,조각·패널비위임,,대통령령으로 정하는,"① 교육감은 지원대상학생 및 학교 밖 청소년(이하 이 조에서 ""지원대상학생등""이라 한다)을 조기에 발견하고 지원하기 위하여 필요한 경우 관계 중앙행정기관의 장, 지방자치단체의 장, 관계 기관 및 단체의 장 등에게 대통령령으로 정하는 바에 따라 제17조제2항에 따른 정보의 제공을 요청할 수 있다. 이 경우 요청을 받은 기관 및 단체의 장은 정당한 사유가 없으면 이에 협조하여야 한다.
② 교육장 또는 학교의 장은 지원대상학생등에 대한 학생맞춤통합지원을 위하여 필요한 경우 대통령령으로 정하는 바에 따라 해당 시ㆍ도의 교육감을 통하여 제1항에 따른 정보의 제공을 요청할 수 있다.
③ 교육감은 학생맞춤통합지원의 효율적인 실시에 활용하기 위하여 제17조에 따라 제공받은 정보와 관할 구역의 교육장 및 학교의 장이 보유ㆍ관리하고 있는 정보를 수집하여 연계ㆍ가공할 수 있다.
④ 교육감은 제17조에 따라 제공받은 정보와 제1항 및 제3항에 따라 수집ㆍ연계ㆍ가공 및 제공받은 정보를 학생맞춤통합지원의 효율적인 실시에 이용하기 위하여 교육장 또는 학교의 장에게 제공할 수 있다.
⑤ 교육감, 교육장 및 학교의 장은 제1항ㆍ제2항 및 제4항에 따라 제공받은 정보를 안전하게 관리하여야 한다.
⑥ 교육감은 제5항에 따라 교육장 및 학교의 장이 제공받은 정보를 안전하게 관리ㆍ감독하는 데 필요한 행정적ㆍ재정적 지원을 할 수 있다.
⑦ 그 밖에 지원대상학생등에 대한 정보의 요청 및 활용에 관한 사항은 대통령령으로 정한다.
제18조(정보의 요청 및 활용)"
